Category,Title,Authors,Categories,PriceNIS,PriceUSD,Year,Synopsis,SynopsisLength,NumberOfReviews,StarRating,Language,Format,Dimensions,DimensionsUnit,ISBN13,book_url,Weight,WeightUnit,ISBN,IsExpensive,NumberOfAuthors
"Children’s, Young Adult And Educational",The Colors of us,"Katz, Karen,Katz, Karen","United states of america,Children’s / young adult fiction: general fiction,Children/young adult, general interest: people and places,Infant / youth: personal and social issues",44.17,14.68,2002.0,"A positive and affirming look at skin color, from an artist's perspective. Seven-year-old Lena is going to paint a picture of herself. She wants to use brown paint for her skin. But when she and her mother take a walk through the neighborhood, Lena learns that brown comes in many different shades. Through the eyes of a little girl who begins to see her familiar world in a new way, this book celebrates the differences and similarities that connect all people. Karen Katz created The Colors of Us for her daughter, Lena, whom she and her husband adopted from Guatemala six years ago.",585.0,0,None,English,Paperback,"24.9,20.3,0.3",cm,9780805071634,https://www.bookdelivery.com/il-en/book-the-colors-of-us/9780805071634/p/1640890,0.11,kg,0805071636,0,4
History And Archaeology,"The Columbian Exchange: Biological and Cultural Consequences of 1492, 30Th Anniversary Edition",Alfred W. Crosby,General and world history,190.71,63.36,2003.0,"Thirty years ago, Alfred Crosby published a small work that illuminated a simple point, that the most important changes brought on by the voyages of Columbus were not social or political, but biological in nature. The book told the story of how 1492 sparked the movement of organisms, both large and small, in both directions across the Atlantic. This Columbian exchange, between the Old World and the New, changed the history of our planet drastically and forever.The book The Columbian Exchange changed the field of history drastically and forever as well. It has become one of the foundational works in the burgeoning field of environmental history, and it remains one of the canonical texts for the study of world history. This 30th anniversary edition of The Columbian Exchange includes a new preface from the author, reflecting on the book and its creation, and a new foreword by J. R. McNeill that demonstrates how Crosby established a brand new perspective for understanding ecological and social events. As the foreword indicates, The Columbian Exchange remains a vital book, a small work that contains within the inspiration for future examinations into what happens when two peoples, separated by time and space, finally meet.",1237.0,0,None,English,Paperback,,,9780275980924,https://www.bookdelivery.com/il-en/book-the-columbian-exchange-biological-and-cultural-consequences-of-1492-30th-anniversary-edition/9780275980924/p/1663860,1.0,,0275980928,1,1
"Health, Relationships And Personal Development","The Comfort Crisis: Embrace Discomfort to Reclaim Your Wild, Happy, Healthy Self","Easter, Michael","Folk medicine and health,Self-assertion, motivation, self-esteem and positive mental attitude,Travel guides: adventure holidays",87.21,28.98,2021.0,"'If you've been looking for something different to level up your health, fitness, and personal growth, this is it.'--Melissa Urban, Whole30 CEO and New York Times bestselling author Discover the evolutionary mind and body benefits of living at the edges of your comfort zone and reconnecting with the wild. In many ways, we're more comfortable than ever before. But could our sheltered, temperature-controlled, overfed, underchallenged lives actually be the leading cause of many our most urgent physical and mental health issues? In this gripping investigation, award-winning journalist Michael Easter seeks out off-the-grid visionaries, disruptive genius researchers, and mind-body conditioning trailblazers who are unlocking the life-enhancing secrets of a counterintuitive solution: discomfort. Easter's journey to understand our evolutionary need to be challenged takes him to meet the NBA's top exercise scientist, who uses an ancient Japanese practice to build championship athletes; to the mystical country of Bhutan, where an Oxford economist and Buddhist leader are showing the world what death can teach us about happiness; to the outdoor lab of a young neuroscientist who's found that nature tests our physical and mental endurance in ways that expand creativity while taming burnout and anxiety; to the remote Alaskan backcountry on a demanding thirty-three-day hunting expedition to experience the rewilding secrets of one of the last rugged places on Earth; and more. Along the way, Easter uncovers a blueprint for leveraging the power of discomfort that will dramatically improve our health and happiness, and perhaps even help us understand what it means to be human. The Comfort Crisis is a bold call to break out of your comfort zone and explore the wild within yourself.",1790.0,0,None,English,Hardcover,"23.4,15.7,3.0",cm,9780593138762,https://www.bookdelivery.com/il-en/book-the-comfort-crisis-embrace-discomfort-to-reclaim-your-wild-happy-healthy-self/9780593138762/p/53339325,0.5,kg,,1,2
"Lifestyle, Hobbies And Leisure","The Comfort Crisis: Embrace Discomfort to Reclaim Your Wild, Happy, Healthy Self","Easter, Michael","Folk medicine and health,Self-assertion, motivation, self-esteem and positive mental attitude,Travel guides: adventure holidays",87.21,28.98,2021.0,"'If you've been looking for something different to level up your health, fitness, and personal growth, this is it.'--Melissa Urban, Whole30 CEO and New York Times bestselling author Discover the evolutionary mind and body benefits of living at the edges of your comfort zone and reconnecting with the wild. In many ways, we're more comfortable than ever before. But could our sheltered, temperature-controlled, overfed, underchallenged lives actually be the leading cause of many our most urgent physical and mental health issues? In this gripping investigation, award-winning journalist Michael Easter seeks out off-the-grid visionaries, disruptive genius researchers, and mind-body conditioning trailblazers who are unlocking the life-enhancing secrets of a counterintuitive solution: discomfort. Easter's journey to understand our evolutionary need to be challenged takes him to meet the NBA's top exercise scientist, who uses an ancient Japanese practice to build championship athletes; to the mystical country of Bhutan, where an Oxford economist and Buddhist leader are showing the world what death can teach us about happiness; to the outdoor lab of a young neuroscientist who's found that nature tests our physical and mental endurance in ways that expand creativity while taming burnout and anxiety; to the remote Alaskan backcountry on a demanding thirty-three-day hunting expedition to experience the rewilding secrets of one of the last rugged places on Earth; and more. Along the way, Easter uncovers a blueprint for leveraging the power of discomfort that will dramatically improve our health and happiness, and perhaps even help us understand what it means to be human. The Comfort Crisis is a bold call to break out of your comfort zone and explore the wild within yourself.",1790.0,0,None,English,Hardcover,"23.4,15.7,3.0",cm,9780593138762,https://www.bookdelivery.com/il-en/book-the-comfort-crisis-embrace-discomfort-to-reclaim-your-wild-happy-healthy-self/9780593138762/p/53339325,0.5,kg,,1,2
Philosophy And Religion,The Communist Manifesto,Leon Trotsky,"Far-left political ideologies and movements,Socialism and centre-left democratic ideologies,Social and political philosophy",38.4,12.76,2008.0,"Using the authorized English translation, edited and annotated by Engels, this edition features an extensive and provocative introduction by historian Martin Malia.",164.0,0,None,English,Paperback,"21.3,14.0,0.8",cm,9781604880038,https://www.bookdelivery.com/il-en/book-the-communist-manifesto/9781604880038/p/2094063,0.16,kg,1604880031,0,1
Society And Social Sciences,The Communist Manifesto,Leon Trotsky,"Far-left political ideologies and movements,Socialism and centre-left democratic ideologies,Social and political philosophy",38.4,12.76,2008.0,"Using the authorized English translation, edited and annotated by Engels, this edition features an extensive and provocative introduction by historian Martin Malia.",164.0,0,None,English,Paperback,"21.3,14.0,0.8",cm,9781604880038,https://www.bookdelivery.com/il-en/book-the-communist-manifesto/9781604880038/p/2094063,0.16,kg,1604880031,0,1
"Economics, Finance, Business And Management",The Compelling Communicator: Mastering the Art and Science of Exceptional Presentation Design,"Pollard, Tim",Business communication and presentation,64.89,21.56,,"You attend numerous presentations and meetings a year--filled with the typical dense and disorganized PowerPoint decks--and leave most of them thinking, 'Well, that's an hour of my life I'll never get back.' But out of this sea of mediocrity, a rare few rise up, captivating you and driving you to action. What makes these few so special? Despite what most people think, it's not because they were delivered well. It's because they were crafted in a way that deeply aligned with how your brain wants to consume information. The presentations that failed did so precisely because they violated the largely unknown 'natural laws' that govern how people actually learn. In The Compelling Communicator, you will learn a proven process for designing presentations that touch your audience in a highly impactful way, motivating them to take your desired action by: Building around a small number of powerful ideas Keeping content within the audience's 'brain bandwidth' Developing logical narrative structure Anchoring communication in the listener's priorities Creating 'mind-sticky' storytelling and visuals Crafting handouts that allow your presentation to live on after the handshakes Filled with examples of exceptional--and not so exceptional--presentations, along with clear explanations of why they do and don't work, this comprehensive guidebook provides every tool you need to become a standout presenter whose message is certain to leave a powerful, lasting impression.",1474.0,0,None,English,Paperback,"22.9,15.2,1.8",cm,9780998237312,https://www.bookdelivery.com/il-en/book-the-compelling-communicator-mastering-the-art-and-science-of-exceptional-presentation-design/9780998237312/p/48387139,0.47,kg,,0,2
"Reference, Information And Interdisciplinary Subjects",The Complete Book of Crochet Stitch Designs: 500 Classic & Original Patterns (Complete Crochet Designs),"Schapper, Linda P.","Reference works,Crochet",89.51,29.74,,"With 500 designs that range from classic patterns to originals you'll find nowhere else, this book is considered a benchmark needlework reference! This stitchwork classic features 500 designs ranging from traditional patterns to original motifs--and crocheters of all levels will find essential information and inspiration on every page. Each design features a close-up color photograph, a diagram showing each stitch and its placement, and easy-to-follow instructions. A pictorial index displays thumbnail views of the designs for easy selection and navigation. No wonder The Complete Book of Crochet Stitch Designs is the must-have reference for crocheters!",659.0,0,None,English,Paperback,"25.5,20.5,2.4",cm,9781454701378,https://www.bookdelivery.com/il-en/book-the-complete-book-of-crochet-stitch-designs-500-classic-original-patterns-complete-crochet-designs/9781454701378/p/4702395,1.21,kg,,1,2
"Lifestyle, Hobbies And Leisure",The Complete Book of Crochet Stitch Designs: 500 Classic & Original Patterns (Complete Crochet Designs),"Schapper, Linda P.","Reference works,Crochet",89.51,29.74,,"With 500 designs that range from classic patterns to originals you'll find nowhere else, this book is considered a benchmark needlework reference! This stitchwork classic features 500 designs ranging from traditional patterns to original motifs--and crocheters of all levels will find essential information and inspiration on every page. Each design features a close-up color photograph, a diagram showing each stitch and its placement, and easy-to-follow instructions. A pictorial index displays thumbnail views of the designs for easy selection and navigation. No wonder The Complete Book of Crochet Stitch Designs is the must-have reference for crocheters!",659.0,0,None,English,Paperback,"25.5,20.5,2.4",cm,9781454701378,https://www.bookdelivery.com/il-en/book-the-complete-book-of-crochet-stitch-designs-500-classic-original-patterns-complete-crochet-designs/9781454701378/p/4702395,1.21,kg,,1,2
"Reference, Information And Interdisciplinary Subjects","The Complete Book of Essential Oils and Aromatherapy, Revised and Expanded: Over 800 Natural, Nontoxic, and Fragrant Recipes to Create Health, Beauty, and Safe Home and Work Environments","Worwood, Valerie Ann","Reference works,Family and health,Aromatherapy and essential oils",99.41,33.03,,"Looking for books on essential oils? Completely updated essential oils book: The Complete Book of Essential Oils and Aromatherapy might be the best aromatherapy book available anywhere. And, it just got better! If you liked Modern Essentials, you'll love this essential oils favorite: The Complete Book of Essential Oils and Aromatherapy, Revised and Expanded is a necessary resource for anyone interested in alternative approaches to healing and lifestyle. This new edition contains more than 800 easy-to-follow recipes for essential oil treatments from Valerie Ann Worwood, a consultant and expert on the clinical uses of essential oils internationally. Explore the multitude of benefits of essential oils and aromatherapy: In her clear and positive voice, Worwood provides tools to address a variety of health issues, including specific advice for children, women, men, and seniors. This aromatheraphy book also covers self-defense against microbes and contaminants, emotional challenges, care for the home and workplace, and applications for athletes, dancers, travelers, cooks, gardeners, and animal lovers. Worwood also offers us her expertise in the use of essential oils in beauty and spa treatments, plus profiles of 125 essential oils, 37 carrier oils, and more. An essential oils book classic for 25 years: Since the publication of the first edition of this book 25 years ago, the positive impact of essential oil use has become increasingly recognized, as scientific researchers throughout the world have explored essential oils and their constituents for their unique properties and uses.",1601.0,1,5.0,English,Paperback,"22.6,18.3,5.8",cm,9781577311393,https://www.bookdelivery.com/il-en/book-the-complete-book-of-essential-oils-and-aromatherapy-revised-and-expanded-over-800-natural-nontoxic-and-fragrant-recipes-to-create-health-beauty-and-safe-home-and-work-environments/9781577311393/p/48433269,1.16,kg,,1,2
Outdoor Sports And Leisure Activities,"The Complete Book of Fishing Knots, Leaders, and Lines","Philpott, Lindsey","Reference works,Sports: general,Fishing, angling,Outdoor survival skills",63.56,21.12,,"Master every fishing knot you'll ever need--and never lose a big bass, trout, salmon, pike, or striper again When you're fishing, there's nothing more frustrating than letting a poorly tied knot cost you the catch of the day. Knot expert Lindsey Philpott has written a guide to save anglers everywhere that anguish. The Complete Book of Fishing Knots, Leaders, and Lines contains directions for fifty kinds of knots, ranging from easier knots for beginners to specialized knots for more experienced fishermen. Each knot is explained with step-by-step instructions and color photographs, all done using a thick monofilament to make them as easy to see as possible. Here are just a few of the various types of knots you'll learn: ArborAustralian braidPalomarJapanese fishermanBimini twistParagumAnd many more!Also included is a glossary of terms to ensure that every part of the knot-tying process is easy to learn. The Complete Book of Fishing Knots, Leaders, and Lines offers clear instructions for tying winning leaders, tips for selecting lines, and up-to-date information from the field that will bring you the quickest, slickest, and best catch ever. Whether you're trolling for huge marlin on the open seas or fishing for blue gill in your favorite fishing hole, this book is a must-have for fishermen of all abilities.",1324.0,0,None,English,Paperback,"19.3,12.7,2.0",cm,9781632205360,https://www.bookdelivery.com/il-en/book-the-complete-book-of-fishing-knots-leaders-and-lines/9781632205360/p/48393435,0.41,kg,,0,2
"Lifestyle, Hobbies And Leisure",The Complete Book of Solitaire and Patience Games: The Most Comprehensive Book of its Kind: Over 225 Games,"Albert H. Morehead,Geoffrey Mott-Smith","Board games, strategy games",33.97,11.29,1983.0,"From the famous CANFIELD solitaire to Napoleon’s forty thieves . . . complete instructions, illustrations, terminology, time requirements, and odds for winning over 225 gamesEndless hours of do-it-yourself fun! Over 225 of the most challenging and fascinating card games ever invented. In addition to including all of the best and most frequently enjoyed games of solitaire—like CANFIELD, KLONDIKE, PATIENCE—authors Morehead and Mott-Smith have added a generous selection of brand-new games to the battle of wits against chance . . . try your skill at BOOMERANG, BRISTOL, SUDDEN DEATH.It’s here—everything you need to know about solitaire and patience games!",658.0,0,None,English,Paperback,,,9780553262407,https://www.bookdelivery.com/il-en/book-the-complete-book-of-solitaire-and-patience-games-the-most-comprehensive-book-of-its-kind-over-225-games/9780553262407/p/1632078,,,0553262408,0,2
"Lifestyle, Hobbies And Leisure","The Complete Book of Woodworking: Step-By-Step Guide to Essential Woodworking Skills, Techniques and Tips","Carpenter, Tom,Johanson, Mark",Decorative woodwork,79.34,26.36,2001.0,"The Complete Book of Woodworking is a comprehensive guide to help you become a master woodworker and have a house full of hand-made furnishings to show for the effort! Set up shop, understand the tools, learn the principles of basic design, and practice essential woodworking techniques as you complete 40 detailed plans for home accessories, furnishings, outdoor projects, workshop projects, and more! With over 1,200 full-color photographs, step-by-step instructions and illustrations, and helpful diagrams, woodworkers of all levels will enjoy enhancing their skills and learning something new!",597.0,0,None,English,Paperback,"27.3,21.1,2.5",cm,9780980068870,https://www.bookdelivery.com/il-en/book-the-complete-book-of-woodworking-step-by-step-guide-to-essential-woodworking-skills-techniques-and-tips/9780980068870/p/2115223,1.51,kg,0980068878,1,4
"Children’s, Young Adult And Educational","The Complete Cursive Handwriting Workbook for Kids: Laugh, Learn, and Practice the Alphabet With Silly Jokes","Radke, Crystal","Infant/youth, general interest: humour and jokes,Teaching, mother tongue/native language: writing skills",39.03,12.97,2019.0,"Fun Exercises for Practicing Perfect PenmanshipSchools might not teach cursive anymore, but you still can. The Complete Cursive Handwriting Workbook for Kids will have kids ages 7+ writing cursive in no time. Detailed letter guideswith plenty of space to practicehelp children learn their letters, while silly jokes and illustrated pages make it fun for them to write.The Complete Cursive Handwriting Workbook for Kids teaches:HILARIOUS HANDWRITINGThis cursive handwriting workbook for kids encourages young writers to learn with fun jokes that theyll love to practice writing again and again.A-B-C AS EASY AS 1-2-3Easy-to-follow guides feature numbered arrows that show stroke order and direction, making it simple for kids to learn.PUTTING IT TOGETHERTeach your child to master cursive with lessons on connecting letters to make complete words and sentences.Make learning cursive fun with The Complete Cursive Handwriting Workbook for Kids.",948.0,0,None,English,Paperback,"25.4,20.3,0.8",cm,9781641524070,https://www.bookdelivery.com/il-en/book-the-complete-cursive-handwriting-workbook-for-kids-laugh-learn-and-practice-the-alphabet-with-silly-jokes/9781641524070/p/51804629,0.25,kg,,0,2
Outdoor Sports And Leisure Activities,The Complete Deer Stalker: From Field to Larder,"Fowles, Larry","Game shooting or sport hunting,Wildlife: general interest",80.89,26.88,2021.0,"Deer stalking entails much more than walking the countryside with a rifle; there is a great deal to be considered prior to lacing boots and donning a green fleece. It is often said that the real work starts after the trigger has been squeezed. This book looks at all aspects of the pursuit, with clear explanations accompanied by advice, images and anecdotes. In addition, there is a unique reference chapter of all potential conditions a deer may suffer from, with full descriptions and images, and advice on suitability for entering the food chain. Specific coverage includes: laws, leases and making a start obtaining an FAC: the necessary equipment in this technological age; deer species, with identifying images; deer senses and how they shape our approach to them; shot placement and maximum shooting distances; the importance of bullet design and its effect on the carcass; stalking activities by month through the year; after the stalk - sticking, initial evisceration, inspection and recovery; at the larder - hygiene, and who needs to register as a food business and finally, inspecting the carcass, with a library of images showing conditions.",1155.0,0,None,English,Paperback,"24.7,19.3,1.0",cm,9781785008542,https://www.bookdelivery.com/il-en/book-the-complete-deer-stalker-from-field-to-larder/9781785008542/p/53491224,0.46,kg,,1,2
Arts,The Complete Guide to Anatomy for Artists & Illustrators,Gottfried Bammes,Arts: techniques and artistic principles,155.84,51.78,2017.0,"Originally published in German in 1964, Professor Gottfried Bammes&#160;Die Gestalt des Menschen&#160;is still considered the definitive guide to drawing the human form. Having undergone numerous editions since it was first published and still much in demand today, this, the first ever English translation of the complete work, has been long awaited. Based on the most recent German edition and faithful to the original, it contains over 1200 photographs, diagrams and drawings, including work by the author himself, and spans over 500 pages. Now, both new and experienced English-speaking artists and illustrators can benefit from the vast body of knowledge accumulated and lovingly presented by Professor Bammes in his acclaimed work.&#160; This comprehensive guide begins with the history of human anatomy for artists, and its influence on the development of the artistic visualisation of the body. Bammes goes on to explore in depth the human skeleton and musculature; the proportions of the body; the static and dynamic laws of posture and movement; body language; and the interrelationships of the various elements of the body. Through his systematic and practical approach to teaching, the reader will acquire an in-depth knowledge of anatomy and the ways in which it can be used to express the human form in art.",1321.0,1,5.0,English,Hardcover,,,9781782213581,https://www.bookdelivery.com/il-en/book-the-complete-guide-to-anatomy-for-artists-illustrators/9781782213581/p/48388975,,,,1,1
Language And Linguistics,The Complete Guide to English Spelling Rules,"Fulford, John J.","Language learning: grammar, vocabulary and pronunciation",61.18,20.33,,"THE COMPLETE GUIDE TO ENGLISH SPELLING RULES is the most complete and detailed guide to English spelling rules ever written. Most people consider English spelling to be an intimidating tangle but John Fulford easily and carefully leads the reader through the linguistic maze and proves that there is a great deal of logic to English spelling. Written for the layperson, the book explains all and every spelling problem with plentiful examples and illuminating comments. The reader learns when to use a single or a double l. When to use the diphthongs oy and oi, and the difference between the 'shuns' tion, sion, cion, tian, cian, xion, ssion, sian. And there's plenty more! THE COMPLETE GUIDE TO ENGLISH SPELLING RULES is the 'Must Have' book for every teacher, editor and writer, as well as an extraordinarily valuable aid for parents and for foreign students learning English.",879.0,0,None,English,Paperback,"25.4,20.3,0.8",cm,9780983187219,https://www.bookdelivery.com/il-en/book-the-complete-guide-to-english-spelling-rules/9780983187219/p/50804075,0.31,kg,,0,2
"Health, Relationships And Personal Development","The Complete Guide to Fasting: Heal Your Body Through Intermittent, Alternate-Day, and Extended Fasting","Moore, Jimmy,Fung, Jason","Diets and eating plans, nutrition,Exercise and physical training books",100.9,33.53,,"The ultimate resource on intermittent fasting, the incredibly effective therapeutic approach to weight loss that produces life-changing results--no matter which diet you're following. Whether you're new to intermittent fasting or you want to fine-tune your fasting plan, this is the intermittent fasting manual for beginners and experts alike, packed with loads of good information on how to build the right fasting program for the best results. Here you'll find everything you need to get you through your first fast, including a 7-Day Kick-Start Fasting Plan and 20 healing recipes. Get the guidance you need on all your intermittent fasting questions: How does intermittent fasting work, and how do you successfully combine it with diets and eating preferences such as keto or low carb?How does intermittent fasting amplify weight loss and improve many other health conditions, such as type 2 diabetes and heart health?Which fluids are allowed and can even aid fasting, and which will break your fast?What should you expect when you start fasting, and how do you avoid potential negative effects?How do you manage hunger and create the right mindset?What are the different fasting types and protocols, including 16:8, 20:4, alternate day fasting, and other extended fasts?Forget about starving yourself or diets with complicated rules--intermittent fasting has never been easier!",1382.0,0,None,English,Paperback,"22.9,18.8,2.3",cm,9781628600018,https://www.bookdelivery.com/il-en/book-the-complete-guide-to-fasting-heal-your-body-through-intermittent-alternate-day-and-extended-fasting/9781628600018/p/48408140,0.86,kg,,1,4
Outdoor Sports And Leisure Activities,"The Complete Guide to Hunting, Butchering, and Cooking Wild Game: Volume 2: Small Game and Fowl","Rinella, Steven,Hafner, John","Fishing, angling,Game shooting or sport hunting,Cooking or food by ingredients: meat and game",78.33,26.03,2015.0,"A comprehensive small-game hunting guide, perfect for hunters ranging from first-time novices to seasoned experts, with photography by renowned outdoor photographer John Hafner Steven Rinella was raised in a hunting family and has been pursuing wild game his entire life. In this first-ever complete guide to hunting--from hunting wild game to butchering and cooking it--the host of the popular hunting show MeatEater shares his own expertise with us, and imparts strategies and tactics from many of the most experienced hunters in the United States as well. This invaluable book includes - recommendations on what equipment you will need--and what you can do without--from footwear to cutlery to camping gear to weapons - basic and advanced hunting strategies for all North American small game, including drive techniques, solo and group hunting, ambush hunting, the use of hunting dogs, and techniques for decoying and calling - how to find hunting locations, on both public and private land; how to locate areas that other hunters aren't using; and how to make competition work in your favor - detailed sections on furred small game, upland birds, and waterfowl, covering the biology and best hunting methods for a total of thirty small game species - comprehensive information about hunting wild turkeys in both the spring and fall seasons - how to master the arts of wingshooting and rifle marksmanship, and detailed information about shot placement, ammunition selection, and field maintenance of firearms and archery equipment - instructions on how to field dress and butcher your own small game animals for a variety of preparations - techniques and recipes for both indoor and outdoor wild game cooking",1711.0,0,None,English,Paperback,"24.9,20.3,2.0",cm,9780812987058,https://www.bookdelivery.com/il-en/book-the-complete-guide-to-hunting-butchering-and-cooking-wild-game-volume-2-small-game-and-fowl/9780812987058/p/48440594,1.25,kg,,1,4
Computing And Information Technology,The Complete Guide to Microsoft Office 365 for Beginners: Enhance Your Productivity in 2023,"Adam, Ramirez",Programming languages and extension/scripting: general,44.76,14.88,,,,0,None,English,Paperback,"22.9,15.2,0.6",cm,9798388605948,https://www.bookdelivery.com/il-en/book-the-complete-guide-to-microsoft-office-365-for-beginners-enhance-your-productivity-in-2023/9798388605948/p/56195329,0.16,kg,,0,2
"Technology, Engineering, Agriculture, Industrial Processes",The Complete Herbal Handbook for Farm and Stable,Juliette de Baïracli Levy,"Reference works,Veterinary medicine: large animals (farm/livestock),Agriculture and farming,Domestic animals and pets",82.55,27.43,1991.0,"The pioneer of herbal veterinary medicine has again thoroughly revised, updated and expanded her book on natural and organic cures and farming methods, first published in 1952 and now a classic in its field. Juliette de Baïracli Levy's The Complete Herbal Handbook for Farm and Stable contains everything farmers need to know about farm management and animal husbandry. Levy's groundbreaking work in this insightful guide provides an invaluable resource for farmers and anyone interested in holistic veterinary medicine.",520.0,0,None,English,Paperback,"20.0,12.8,3.7",cm,9780571161164,https://www.bookdelivery.com/il-en/book-the-complete-herbal-handbook-for-farm-and-stable/9780571161164/p/1539044,0.41,kg,0571161162,1,1
Mathematics And Sciences,"The Complete Insect: Anatomy, Physiology, Evolution, and Ecology","Grimaldi, David A.","Ecology, the biosphere,Ethology and animal behaviour,Wildlife: butterflies, other insects and spiders. general interest",121.28,40.3,,"A beautifully illustrated exploration of the world's most extraordinary animals With an astounding 3.5 million species occupying virtually every habitat on Earth, insects are one of the most diverse groups of animals on the planet, from the humble bee to the agile praying mantis. Taking you inside the extraordinary world of insects, The Complete Insect explores all aspects of the natural history of these remarkable creatures, providing a close-up look at their fascinating anatomy, physiology, evolution, ecology, behavior, and more. It features hundreds of stunning color photographs and illustrations and draws on a broad range of examples, from familiar ants to iridescent jewel beetles. A celebration of the rich complexity of insect life, The Complete Insect is a must-have book for insect enthusiasts and armchair naturalists.An absorbing, wide-ranging, and beautiful exploration of the fascinating natural history of insectsFeatures a wealth of stunning full-color photographs from the fieldIncludes photomicrographs and electron micrographs that offer a rare view of normally invisible structuresExamines the complex relationship between humans and insectsIntegrates physiological adaptations with ecology and behavior",1230.0,0,None,English,Hardcover,"28.7,22.4,3.0",cm,9780691243108,https://www.bookdelivery.com/il-en/book-the-complete-insect-anatomy-physiology-evolution-and-ecology/9780691243108/p/55196112,1.77,kg,,1,2
"Lifestyle, Hobbies And Leisure",The Complete Language of Flowers: A Definitive and Illustrated History - Pocket Edition (Complete Illustrated Encyclopedia),"Dietz, S. Theresa","Flower arranging and flower crafts,Gardening and horticulture: flowers and ornamental plants,Trees, wildflowers and plants: general interest",52.82,17.55,2022.0,"The Complete Language of Flowers is a comprehensive encyclopedia providing the meanings, powers, facts, and folklore for over 1,001 flower species. Now in a pocket-size edition for easy, on-the-go reference. Along with a beautiful visual depiction, each entry provides the flower's scientific and common names, characteristics, and historic meanings and powers from mythology, medieval legends, folklore, and flower poetry. For centuries, symbolic flower meanings have fascinated readers, writers, poets, and suddenly smitten couples alike. Extremely popular during the Victorian era, these floriographies flourished and versed the public on the hidden meaning of popular flowers such as: Purple Tulip--Eternal loveAmaryllis--Adventurousness; Enthusiasm; PassionDaisy--Beauty and innocence; Cheer; Childlike playfulnessSunflower--Ambition; Constancy; DevotionTogether with stunning full-color illustrations and two indexes, one for searching by common flower name and the other organized by meaning, this beautiful reference is a must-have for gardeners, florists, and flower enthusiasts. Whether you're looking to arrange the perfectly bespoken wedding bouquet or to understand what the yellow rose you just received from an admirer means (friendship), this updated floriography is a visual delight. Elegantly designed and beautifully illustrated, the Complete Illustrated Encyclopedia series offers comprehensive, display-worthy references on a range of intriguing topics, including birthday astrology, dream interpretation, techniques for harnessing the power of dreams, and the stories behind signs and symbols.",1615.0,1,5.0,English,Hardcover,"18.4,15.0,2.4",cm,9781577152835,https://www.bookdelivery.com/il-en/book-the-complete-language-of-flowers-a-definitive-and-illustrated-history-pocket-edition-complete-illustrated-encyclopedia/9781577152835/p/54034670,0.54,kg,,0,2
Arts,"The Complete Pattern Directory: 1500 Designs From all Ages and Cultures by Wilhide, Elizabeth [Hardcover ]","Wilhide, Elizabeth","Decorative arts,Product design,Architecture: interior design",133.43,44.33,2018.0,"An essential resource for any designer, crafter, artist, or historian, The Complete Pattern Dictionary is the most comprehensive, practical, and beautiful directory of patterns throughout history, covering all periods, styles, and cultures. Throughout history, patterns have come in countless permutations of motif, color, and scale. From the first rhythmic marks pressed onto clay vessels, to the latest digital design, pattern-making has been an essential part of the decorative arts since time immemorial. With 1500 illustrations of patterns from all ages and cultures, The Complete Pattern Dictionary is not only a visual feast, it is the most comprehensive resource available on the subject. The book is arranged thematically according to pattern type, with chapters on Flora, Fauna, Pictorial, Geometric, and Abstract designs. Each pattern includes the name of the pattern, the year of its creation, and a brief description. The categories are supplemented by in-depth features highlighting the work of key designers including William Morris, Sonia Delaunay, Charles and Ray Eames, Lucienne Day, and Orla Kiely, as well as sections detailing the characteristic motifs of key period styles from Baroque to Art Deco.",1220.0,1,5.0,English,Hardcover,"23.1,22.4,5.8",cm,9780316418232,https://www.bookdelivery.com/il-en/book-the-complete-pattern-directory-1500-designs-from-all-ages-and-cultures-by-wilhide-elizabeth-hardcover/9780316418232/p/51111310,2.59,kg,,1,2
"Biography, Literature And Literary Studies",The Complete Poems of Emily Dickenson,"Dickenson, Emily",Poetry anthologies (multiple poets),70.05,23.27,2010.0,"The Complete Poems is especially refreshing because Dickinson didn't write for publication; only 11 of her verses appeared in magazines during her lifetime, and she had long-resigned herself to anonymity, or a 'Barefoot-Rank,' as she phrased it. This is the perfect volume for readers wishing to explore the works of one of America's first poets. Text refers to a previous edition of this title.",395.0,0,None,English,Paperback,"25.4,17.8,0.6",cm,9781453810026,https://www.bookdelivery.com/il-en/book-the-complete-poems-of-emily-dickenson/9781453810026/p/51062546,0.22,kg,,0,2
"Biography, Literature And Literary Studies",The Complete Sherlock Holmes Collection (Wordsworth box Sets),Arthur Conan Doyle,"Anthologies: general,Classic fiction,Classic detective and mystery novels",444.98,147.84,2017.0,"The perfect gift for any Sherlock Holmes fan for only 19.99. Each boxset contains six books, together creating a comprehensive collection of the notorious detective's best cases and adventures. Beautifully packaged in a ridged, matt-laminated slipcase with metallic detailing, complete with strikingly attractive, bespoke artwork. Includes: Adventures & Memoirs of Sherlock Holmes, Best of Sherlock Holmes, Casebook of Sherlock Holmes & His Last Bow, Hound of the Baskervilles & The Valley of Fear, Return of Sherlock Holmes, and Study in Scarlet & Sign of the Four",565.0,1,5.0,English,Paperback,"20.3,15.2,12.7",cm,9781840227499,https://www.bookdelivery.com/il-en/book-the-complete-sherlock-holmes-collection-wordsworth-box-sets/9781840227499/p/49565577,1.9,kg,,1,1
